,Id,Top-Left,Bottom-Right,Centre,Top,Bottom,Left,Right,Top_Box,Bottom_Box,Left_Box,Right_Box,Cluster
432,432,"(955, 3264)","(1054, 3329)","[1004.5, 3296.5]","[1004.5, 3264]","[1004.5, 3329]","[955, 3296.5]","[1054, 3296.5]","[100.87863995911127, 433]","[164.08305823576057, 434]","[162.88953311984167, 416]","[115.63844516422728, 491]",6
433,433,"(1066, 3264)","(1134, 3329)","[1100.0, 3296.5]","[1100.0, 3264]","[1100.0, 3329]","[1066, 3296.5]","[1134, 3296.5]","[60.518592184551025, 491]","[72.09022125087424, 434]","[154.43849908620584, 417]","[167.7691866821795, 418]",6
434,434,"(1143, 3264)","(1189, 3336)","[1166.0, 3300.0]","[1166.0, 3264]","[1166.0, 3336]","[1143, 3300.0]","[1189, 3300.0]","[55.394043001030354, 491]","[205.04938429558865, 418]","[182.98907071188705, 417]","[250.2224010755232, 410]",6
435,435,"(305, 2782)","(413, 2837)","[359.0, 2809.5]","[359.0, 2782]","[359.0, 2837]","[305, 2809.5]","[413, 2809.5]","[132.70738487363843, 436]","[141.64127223376667, 439]","[248.13554763475545, 440]","[169.53613184215334, 437]",6
436,436,"(445, 2775)","(532, 2847)","[488.5, 2811.0]","[488.5, 2775]","[488.5, 2847]","[445, 2811.0]","[532, 2811.0]","[98.97979591815695, 437]","[118.50421933416548, 396]","[165.39800482472575, 440]","[165.5067974434887, 438]",6
437,437,"(566, 2775)","(599, 2837)","[582.5, 2806.0]","[582.5, 2775]","[582.5, 2837]","[566, 2806.0]","[599, 2806.0]","[120.06352485247133, 438]","[102.1432817173993, 397]","[167.45148551147582, 399]","[192.66162046448173, 440]",6
438,438,"(631, 2772)","(764, 2847)","[697.5, 2809.5]","[697.5, 2772]","[697.5, 2847]","[631, 2809.5]","[764, 2809.5]","[152.54015864682978, 390]","[108.4723467064302, 398]","[157.89632674638128, 397]","[152.0131573252789, 401]",6
439,439,"(300, 2943)","(375, 3011)","[337.5, 2977.0]","[337.5, 2943]","[337.5, 3011]","[300, 2977.0]","[375, 2977.0]","[160.04452505474845, 440]","[131.76589088227652, 411]","[213.44085831911377, 397]","[150.8384897829463, 405]",6
440,440,"(396, 2943)","(595, 2994)","[495.5, 2968.5]","[495.5, 2943]","[495.5, 2994]","[396, 2968.5]","[595, 2968.5]","[126.11998255629439, 396]","[131.48764200486676, 404]","[176.42349616760234, 411]","[105.92922165295089, 441]",6
441,441,"(619, 2957)","(781, 3008)","[700.0, 2982.5]","[700.0, 2957]","[700.0, 3008]","[619, 2982.5]","[781, 2982.5]","[118.88019178988567, 398]","[122.19656296312102, 406]","[134.30189872075525, 405]","[41.907636535600524, 442]",6
442,442,"(802, 2939)","(839, 2998)","[820.5, 2968.5]","[820.5, 2939]","[820.5, 2998]","[802, 2968.5]","[839, 2968.5]","[164.34719346554112, 445]","[141.50795030668772, 415]","[190.2662608031177, 438]","[191.63572213968877, 443]",6
443,443,"(882, 2782)","(1020, 2844)","[951.0, 2813.0]","[951.0, 2782]","[951.0, 2844]","[882, 2813.0]","[1020, 2813.0]","[154.9911287783917, 387]","[131.58362360111533, 445]","[131.56842326333472, 400]","[103.23759005323593, 444]",6
444,444,"(1054, 2775)","(1192, 2837)","[1123.0, 2806.0]","[1123.0, 2775]","[1123.0, 2837]","[1054, 2806.0]","[1192, 2806.0]","[140.20431519750025, 402]","[139.4793891583986, 447]","[164.51443705644803, 446]","[172.0479584302005, 448]",6
445,445,"(943, 2936)","(1020, 3008)","[981.5, 2972.0]","[981.5, 2936]","[981.5, 3008]","[943, 2972.0]","[1020, 2972.0]","[75.11657606680433, 402]","[93.564149117063, 446]","[162.5769048788911, 416]","[119.55124424279322, 447]",6
446,446,"(1037, 2939)","(1097, 3001)","[1067.0, 2970.0]","[1067.0, 2939]","[1067.0, 3001]","[1037, 2970.0]","[1097, 2970.0]","[81.16957558100202, 447]","[98.8458395684917, 448]","[161.38463371709216, 408]","[173.43947070952447, 418]",6
447,447,"(1124, 2960)","(1155, 2991)","[1139.5, 2975.5]","[1139.5, 2960]","[1139.5, 2991]","[1124, 2975.5]","[1155, 2975.5]","[27.735356496717326, 448]","[92.84934033152847, 409]","[123.76186811776881, 402]","[198.22272826293155, 417]",6
448,448,"(1146, 2960)","(1179, 2991)","[1162.5, 2975.5]","[1162.5, 2960]","[1162.5, 2991]","[1146, 2975.5]","[1179, 2975.5]","[130.8166656049603, 409]","[162.5438402401026, 402]","[164.53722982960423, 445]","[212.02888954102457, 417]",6
449,449,"(1491, 2786)","(1564, 2844)","[1527.5, 2815.0]","[1527.5, 2786]","[1527.5, 2844]","[1491, 2815.0]","[1564, 2815.0]","[112.47777558255676, 459]","[96.93554559602994, 458]","[145.56957099613916, 450]","[118.90016820845966, 460]",14
450,450,"(1576, 2792)","(1697, 2847)","[1636.5, 2819.5]","[1636.5, 2792]","[1636.5, 2847]","[1576, 2819.5]","[1697, 2819.5]","[97.14164915215306, 460]","[82.94727240844028, 459]","[151.23822268196622, 458]","[58.45724933658784, 451]",14
451,451,"(1709, 2772)","(1798, 2837)","[1753.5, 2804.5]","[1753.5, 2772]","[1753.5, 2837]","[1709, 2804.5]","[1798, 2804.5]","[95.70397065952906, 452]","[53.600373133029585, 461]","[96.04165762834376, 460]","[113.51761977772438, 462]",14
452,452,"(1805, 2786)","(1873, 2844)","[1839.0, 2815.0]","[1839.0, 2786]","[1839.0, 2844]","[1805, 2815.0]","[1873, 2815.0]","[75.81721440411802, 453]","[56.67892024377317, 462]","[95.73531218939019, 461]","[96.02083107326243, 454]",14
453,453,"(1883, 2772)","(1943, 2833)","[1913.0, 2802.5]","[1913.0, 2772]","[1913.0, 2833]","[1883, 2802.5]","[1943, 2802.5]","[69.40461079784254, 454]","[64.76495966184183, 462]","[129.5154430946364, 451]","[84.5, 455]",14
454,454,"(1951, 2775)","(1987, 2851)","[1969.0, 2813.0]","[1969.0, 2775]","[1969.0, 2851]","[1951, 2813.0]","[1987, 2813.0]","[64.64131805586888, 455]","[35.16390194503448, 463]","[104.65419246260515, 462]","[110.5, 456]",14
455,455,"(1996, 2772)","(2059, 2833)","[2027.5, 2802.5]","[2027.5, 2772]","[2027.5, 2833]","[1996, 2802.5]","[2059, 2802.5]","[75.89795781178832, 456]","[63.50787352761861, 463]","[146.0693328525875, 462]","[104.23531071570709, 464]",14
456,456,"(2067, 2772)","(2127, 2833)","[2097.0, 2802.5]","[2097.0, 2772]","[2097.0, 2833]","[2067, 2802.5]","[2127, 2802.5]","[113.53523682099755, 464]","[115.09235422042596, 457]","[112.7885189192588, 463]","[151.6945944982879, 465]",14
457,457,"(2139, 2786)","(2279, 2827)","[2209.0, 2806.5]","[2209.0, 2786]","[2209.0, 2827]","[2139, 2806.5]","[2279, 2806.5]","[106.66067691515931, 465]","[98.45938248841499, 464]","[111.57172580900593, 455]","[153.65627224425302, 472]",14
458,458,"(1390, 2857)","(1496, 2926)","[1443.0, 2891.5]","[1443.0, 2857]","[1443.0, 2926]","[1390, 2891.5]","[1496, 2891.5]","[115.0, 466]","[124.10177275123833, 473]","[176.5, 459]","[111.12605455067681, 467]",14
459,459,"(1518, 2857)","(1615, 2926)","[1566.5, 2891.5]","[1566.5, 2857]","[1566.5, 2926]","[1518, 2891.5]","[1615, 2891.5]","[97.09016428042544, 460]","[47.71268175233918, 467]","[110.02386104841077, 466]","[130.50862040493723, 461]",14
460,460,"(1636, 2854)","(1682, 2919)","[1659.0, 2886.5]","[1659.0, 2854]","[1659.0, 2919]","[1636, 2886.5]","[1682, 2886.5]","[93.6923155867118, 461]","[94.92760399378044, 468]","[108.60018416190647, 467]","[160.5, 475]",14
461,461,"(1702, 2864)","(1789, 2916)","[1745.5, 2890.0]","[1745.5, 2864]","[1745.5, 2916]","[1702, 2890.0]","[1789, 2890.0]","[104.64463674742247, 468]","[132.41034702771532, 476]","[96.23149172698093, 450]","[87.56997202237763, 462]",14
462,462,"(1810, 2854)","(1943, 2919)","[1876.5, 2886.5]","[1876.5, 2854]","[1876.5, 2919]","[1810, 2886.5]","[1943, 2886.5]","[113.38540470448567, 463]","[59.35065290289568, 469]","[107.81465577554843, 468]","[107.48953437428223, 470]",14
463,463,"(1967, 2854)","(2006, 2909)","[1986.5, 2881.5]","[1986.5, 2854]","[1986.5, 2909]","[1967, 2881.5]","[2006, 2881.5]","[89.74686624055461, 453]","[62.94839156007086, 470]","[107.89810007595129, 469]","[121.0, 464]",14
464,464,"(2040, 2851)","(2214, 2912)","[2127.0, 2881.5]","[2127.0, 2851]","[2127.0, 2912]","[2040, 2881.5]","[2214, 2881.5]","[116.74437887967026, 471]","[120.55392984054896, 470]","[98.65723490955948, 454]","[42.5, 465]",14
465,465,"(2236, 2844)","(2277, 2919)","[2256.5, 2881.5]","[2256.5, 2844]","[2256.5, 2919]","[2236, 2881.5]","[2277, 2881.5]","[114.5, 472]","[122.11674741819813, 471]","[168.08108162431606, 479]","[250.185930859431, 486]",14
466,466,"(1385, 2933)","(1501, 3011)","[1443.0, 2972.0]","[1443.0, 2933]","[1443.0, 3011]","[1385, 2972.0]","[1501, 2972.0]","[117.16761497956678, 473]","[121.3424904969401, 480]","[186.00604828875862, 467]","[122.36216735576402, 474]",14
467,467,"(1520, 2939)","(1622, 3008)","[1571.0, 2973.5]","[1571.0, 2939]","[1571.0, 3008]","[1520, 2973.5]","[1622, 2973.5]","[112.42997820866105, 474]","[117.65202930676547, 475]","[96.74967700204482, 473]","[118.10588469674151, 468]",14
468,468,"(1648, 2943)","(1832, 2994)","[1740.0, 2968.5]","[1740.0, 2943]","[1740.0, 2994]","[1648, 2968.5]","[1832, 2968.5]","[106.58916455250036, 476]","[78.56844150166147, 475]","[95.1433129547211, 474]","[74.02702209328699, 469]",14
469,469,"(1859, 2943)","(1953, 2998)","[1906.0, 2970.5]","[1906.0, 2943]","[1906.0, 2998]","[1859, 2970.5]","[1953, 2970.5]","[113.86066045829877, 470]","[73.22055722268166, 477]","[124.63145670335399, 476]","[74.14849964766651, 478]",14
470,470,"(1977, 2929)","(2059, 2998)","[2018.0, 2963.5]","[2018.0, 2929]","[2018.0, 2998]","[1977, 2963.5]","[2059, 2963.5]","[125.75472158133864, 478]","[129.8778272069563, 471]","[146.8076973458817, 477]","[144.69018626016071, 479]",14
471,471,"(2079, 2929)","(2209, 3004)","[2144.0, 2966.5]","[2144.0, 2929]","[2144.0, 3004]","[2079, 2966.5]","[2209, 2966.5]","[116.303482321038, 472]","[52.33067933822377, 479]","[125.62344526401112, 463]","[160.0, 457]",14
472,472,"(2231, 2926)","(2282, 2991)","[2256.5, 2958.5]","[2256.5, 2926]","[2256.5, 2991]","[2231, 2958.5]","[2282, 2958.5]","[136.87676939495614, 479]","[139.06293539257683, 486]","[129.40247292845683, 464]","[216.6333307688362, 485]",14
473,473,"(1387, 3018)","(1532, 3080)","[1459.5, 3049.0]","[1459.5, 3018]","[1459.5, 3080]","[1387, 3049.0]","[1532, 3049.0]","[113.00995531368022, 480]","[136.23233830482394, 487]","[209.50059665786156, 474]","[138.68309197591464, 481]",14
474,474,"(1547, 3021)","(1646, 3076)","[1596.5, 3048.5]","[1596.5, 3021]","[1596.5, 3076]","[1547, 3048.5]","[1646, 3048.5]","[89.36582120699165, 475]","[74.10971596221376, 481]","[119.17319329446535, 480]","[115.00434774390054, 476]",14
475,475,"(1660, 3021)","(1704, 3073)","[1682.0, 3047.0]","[1682.0, 3021]","[1682.0, 3073]","[1660, 3047.0]","[1704, 3047.0]","[83.3261663584735, 476]","[75.71657678474378, 481]","[178.77150220323148, 461]","[161.9452067830351, 477]",14
476,476,"(1714, 3015)","(1808, 3080)","[1761.0, 3047.5]","[1761.0, 3015]","[1761.0, 3080]","[1714, 3047.5]","[1808, 3047.5]","[113.38540470448567, 477]","[98.45938248841499, 482]","[115.36138868789678, 481]","[158.05062480104277, 478]",14
477,477,"(1822, 3032)","(1909, 3086)","[1865.5, 3059.0]","[1865.5, 3032]","[1865.5, 3086]","[1822, 3059.0]","[1909, 3059.0]","[101.15582039606025, 478]","[53.464941784313204, 482]","[122.12391248236358, 468]","[111.12380483046826, 483]",14
478,478,"(1919, 3011)","(2013, 3076)","[1966.0, 3043.5]","[1966.0, 3011]","[1966.0, 3076]","[1919, 3043.5]","[2013, 3043.5]","[120.42632602549992, 483]","[105.99174496157708, 484]","[118.56221995222593, 482]","[151.95394038984313, 471]",14
479,479,"(2081, 3015)","(2282, 3066)","[2181.5, 3040.5]","[2181.5, 3015]","[2181.5, 3066]","[2081, 3040.5]","[2282, 3040.5]","[119.02310700027957, 485]","[89.09826036461094, 486]","[85.97964875480709, 484]","[173.62387508634865, 490]",14
480,480,"(1390, 3100)","(1532, 3162)","[1461.0, 3131.0]","[1461.0, 3100]","[1461.0, 3162]","[1390, 3131.0]","[1532, 3131.0]","[117.17508267545622, 487]","[134.6337624817787, 492]","[239.93176113220193, 467]","[108.11567878897121, 481]",14
481,481,"(1549, 3104)","(1731, 3168)","[1640.0, 3136.0]","[1640.0, 3104]","[1640.0, 3168]","[1549, 3136.0]","[1731, 3136.0]","[147.61859638947934, 467]","[120.43774325351667, 488]","[141.7391971192161, 487]","[112.0100441924741, 482]",14
482,482,"(1750, 3097)","(1936, 3172)","[1843.0, 3134.5]","[1843.0, 3097]","[1843.0, 3172]","[1750, 3134.5]","[1936, 3134.5]","[141.31967308198813, 469]","[98.54567468945555, 488]","[110.8162894163128, 475]","[60.90361237233798, 483]",14
483,483,"(1972, 3093)","(2021, 3162)","[1996.5, 3127.5]","[1996.5, 3093]","[1996.5, 3162]","[1972, 3127.5]","[2021, 3127.5]","[71.11258679024411, 484]","[101.43594037618027, 489]","[168.90825912311098, 495]","[128.01562404644207, 485]",14
484,484,"(2033, 3093)","(2088, 3155)","[2060.5, 3124.0]","[2060.5, 3093]","[2060.5, 3155]","[2033, 3124.0]","[2088, 3124.0]","[95.7313950593012, 485]","[55.65294241996554, 489]","[161.1994106688979, 470]","[156.0969250177594, 486]",14
485,485,"(2103, 3104)","(2195, 3155)","[2149.0, 3129.5]","[2149.0, 3104]","[2149.0, 3155]","[2103, 3129.5]","[2195, 3129.5]","[98.36284867774012, 486]","[76.13474896523925, 489]","[152.8929363966825, 490]","[155.86612845644174, 497]",14
486,486,"(2204, 3104)","(2284, 3155)","[2244.0, 3129.5]","[2244.0, 3104]","[2244.0, 3155]","[2204, 3129.5]","[2284, 3129.5]","[103.93507588874894, 490]","[127.32831578246844, 497]","[135.79120000942623, 489]","[209.08192174360747, 496]",14
487,487,"(1390, 3186)","(1470, 3240)","[1430.0, 3213.0]","[1430.0, 3186]","[1430.0, 3240]","[1390, 3213.0]","[1470, 3213.0]","[116.53003904573275, 492]","[253.760714059525, 474]","[246.75899173079793, 466]","[259.92547008710017, 467]",14
488,488,"(1518, 3175)","(1987, 3247)","[1752.5, 3211.0]","[1752.5, 3175]","[1752.5, 3247]","[1518, 3211.0]","[1987, 3211.0]","[125.23977004130916, 494]","[199.68099559046675, 476]","[88.02272433866155, 487]","[84.03868156985806, 483]",14
489,489,"(2018, 3172)","(2161, 3233)","[2089.5, 3202.5]","[2089.5, 3172]","[2089.5, 3233]","[2018, 3202.5]","[2161, 3202.5]","[122.12391248236358, 496]","[80.7619960129763, 495]","[167.28717822953436, 478]","[73.66987172514962, 490]",14
490,490,"(2185, 3182)","(2284, 3233)","[2234.5, 3207.5]","[2234.5, 3182]","[2234.5, 3233]","[2185, 3207.5]","[2284, 3207.5]","[99.62554893198832, 497]","[105.35297812591726, 496]","[149.90830530694421, 484]","[250.5139716662526, 472]",14
491,491,"(1083, 3189)","(1192, 3244)","[1137.5, 3216.5]","[1137.5, 3189]","[1137.5, 3244]","[1083, 3216.5]","[1192, 3216.5]","[142.26208208795484, 410]","[192.20041623263984, 425]","[165.0530217839104, 409]","[242.79878500519726, 448]",6
492,492,"(1387, 3264)","(1547, 3329)","[1467.0, 3296.5]","[1467.0, 3264]","[1467.0, 3329]","[1387, 3296.5]","[1547, 3296.5]","[215.1307741816591, 473]","[259.18719104153274, 481]","[324.64480590331334, 474]","[222.5769529848048, 488]",14
493,493,"(1566, 3264)","(1740, 3315)","[1653.0, 3289.5]","[1653.0, 3264]","[1653.0, 3315]","[1566, 3289.5]","[1740, 3289.5]","[1000000000, -1]","[1000000000, -1]","[1000000000, -1]","[1000000000, -1]",15
494,494,"(1762, 3261)","(1851, 3315)","[1806.5, 3288.0]","[1806.5, 3261]","[1806.5, 3315]","[1762, 3288.0]","[1851, 3288.0]","[131.66054838105453, 482]","[224.31785483995696, 495]","[194.90510511528424, 481]","[216.63448478947205, 483]",14
495,495,"(1958, 3261)","(2100, 3312)","[2029.0, 3286.5]","[2029.0, 3261]","[2029.0, 3312]","[1958, 3286.5]","[2100, 3286.5]","[114.53602053502645, 496]","[190.62069667273803, 484]","[190.60167890131504, 482]","[129.59648914997658, 497]",14
496,496,"(2120, 3250)","(2163, 3315)","[2141.5, 3282.5]","[2141.5, 3250]","[2141.5, 3315]","[2120, 3282.5]","[2163, 3282.5]","[93.46790893135461, 497]","[185.65155533956616, 485]","[169.30002953337012, 484]","[227.4802189202393, 483]",14
497,497,"(2180, 3254)","(2279, 3309)","[2229.5, 3281.5]","[2229.5, 3254]","[2229.5, 3309]","[2180, 3281.5]","[2279, 3281.5]","[149.17188072823913, 489]","[250.57134712492567, 484]","[239.5584479829505, 483]","[259.975479612982, 479]",14
